"hitid"	"hittypeid"	"title"	"description"	"keywords"	"reward"	"creationtime"	"assignments"	"numavailable"	"numpending"	"numcomplete"	"hitstatus"	"reviewstatus"	"annotation"	"assignmentduration"	"autoapprovaldelay"	"hitlifetime"	"viewhit"	"assignmentid"	"workerid"	"assignmentstatus"	"autoapprovaltime"	"assignmentaccepttime"	"assignmentsubmittime"	"assignmentapprovaltime"	"assignmentrejecttime"	"deadline"	"feedback"	"reject"	"Answer.responses"	"Answer.total_left"	"Answer.total_top"	"Answer.total_right"	"Answer.total_correct"	"Answer.correct_ordered_trials"	"Answer.position_chosen_trial"	"Answer.odd_one_pos"	"Answer.example_chosen_positions"	"Answer.time_shown"	"Answer.showing_buttons"	"Answer.showing_trial_counter"	"Answer.about"	"Answer.comment"	"Answer.age"	"Answer.gender"
"3XUY87HIVPE7PSQ7H9C671RSLMWMMR"	"3KOA8FMB2M8OIHHIFV44M5TN2C7NQQ"	"Identify the odd one out"	"Fun! A 5-10 minute game about differences in pictures."	"experiment, psychology, game, vision, textures"	"$0.70"	"Tue Mar 10 14:10:40 PDT 2015"	"60"	"0"	"0"	"60"	"Reviewable"	"NotReviewed"	"1 pilot"	"1200"	"60000"	"Tue Mar 17 14:10:40 PDT 2015"	"https://requester.mturk.com/mturk/manageHIT?HITId=3XUY87HIVPE7PSQ7H9C671RSLMWMMR"	"3YJ6NA41JBGQW7FTWUW8XXOSGK8JPU"	"A3MTAJHYHCIJK4"	"Approved"	"Wed Mar 11 08:33:39 PDT 2015"	"Tue Mar 10 15:48:37 PDT 2015"	"Tue Mar 10 15:53:39 PDT 2015"	"Tue Mar 10 15:54:39 PDT 2015"	""	""	""	""	"[1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0]"	"23"	"20"	"23"	"23"	"[0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1]"	"[0,2,1,2,2,0,1,2,0,2,1,0,2,0,2,1,1,0,2,2,1,0,2,0,1,2,0,1,2,0,0,1,2,1,0,2,1,0,2,1,2,0,1,0,2,2,1,0,1,2,1,0,2,0,1,1,1,2,1,1,1,0,2,1,0,2]"	"[1,0,1,2,0,0,0,0,1,0,0,0,0,1,1,1,0,2,1,2,1,1,2,1,2,2,1,0,0,0,2,1,0,0,0,1,2,0,2,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,2,2,1,2,1,2,1,1,1,2]"	"[0,1,2,2]"	"250"	"0"	"0"	"""identifying different things """	"""I often could not tell"""	"""38"""	"""f """
"3XUY87HIVPE7PSQ7H9C671RSLMWMMR"	"3KOA8FMB2M8OIHHIFV44M5TN2C7NQQ"	"Identify the odd one out"	"Fun! A 5-10 minute game about differences in pictures."	"experiment, psychology, game, vision, textures"	"$0.70"	"Tue Mar 10 14:10:40 PDT 2015"	"60"	"0"	"0"	"60"	"Reviewable"	"NotReviewed"	"1 pilot"	"1200"	"60000"	"Tue Mar 17 14:10:40 PDT 2015"	"https://requester.mturk.com/mturk/manageHIT?HITId=3XUY87HIVPE7PSQ7H9C671RSLMWMMR"	"3GM6G9ZBKNXEP7ELG8IKIZH69HOTMD"	"A3U2WCPN59KBX5"	"Approved"	"Wed Mar 11 08:34:34 PDT 2015"	"Tue Mar 10 15:49:59 PDT 2015"	"Tue Mar 10 15:54:34 PDT 2015"	"Tue Mar 10 16:07:53 PDT 2015"	""	""	""	""	"[0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0]"	"26"	"25"	"15"	"29"	"[1,0,1,1,0,0,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0]"	"[0,1,2,1,1,0,1,2,1,1,0,1,1,0,1,2,0,0,2,0,0,1,1,1,1,1,2,0,0,1,1,2,0,0,1,0,0,2,1,0,1,1,0,2,1,2,1,1,2,2,0,0,0,1,2,2,0,0,2,0,1,2,1,0,0,0]"	"[0,2,2,1,2,1,1,2,1,0,0,0,1,0,1,1,1,1,2,0,0,0,1,1,2,0,2,0,1,1,1,1,2,2,1,2,0,1,2,0,1,2,1,2,0,1,1,0,0,0,1,0,2,1,2,1,1,2,1,2,0,0,1,2,2,2]"	"[1,0,2,1]"	"250"	"0"	"0"	""""""	""""""	"""31"""	"""f"""
"3XUY87HIVPE7PSQ7H9C671RSLMWMMR"	"3KOA8FMB2M8OIHHIFV44M5TN2C7NQQ"	"Identify the odd one out"	"Fun! A 5-10 minute game about differences in pictures."	"experiment, psychology, game, vision, textures"	"$0.70"	"Tue Mar 10 14:10:40 PDT 2015"	"60"	"0"	"0"	"60"	"Reviewable"	"NotReviewed"	"1 pilot"	"1200"	"60000"	"Tue Mar 17 14:10:40 PDT 2015"	"https://requester.mturk.com/mturk/manageHIT?HITId=3XUY87HIVPE7PSQ7H9C671RSLMWMMR"	"3W8CV64QJ2Z9DE4WR5XQZU8YYOM9HK"	"A3HG5P476PI3GA"	"Approved"	"Wed Mar 11 08:35:13 PDT 2015"	"Tue Mar 10 15:50:50 PDT 2015"	"Tue Mar 10 15:55:13 PDT 2015"	"Tue Mar 10 16:07:54 PDT 2015"	""	""	""	""	"[1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1]"	"15"	"36"	"15"	"22"	"[0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1]"	"[0,0,1,2,0,2,1,0,0,2,0,1,2,1,0,2,0,0,1,1,2,0,1,0,0,0,2,0,2,0,2,1,0,2,0,0,1,0,0,1,2,0,0,2,0,0,0,1,2,0,1,0,0,1,0,2,0,0,0,1,0,0,2,1,0,0]"	"[2,1,0,0,0,2,1,0,2,2,2,0,0,1,1,2,1,1,2,1,1,1,2,2,2,0,0,1,2,2,1,1,0,0,1,2,1,1,1,0,2,0,2,0,2,0,2,1,0,1,0,1,1,0,1,2,1,2,1,1,1,1,2,0,0,0]"	"[0,2,2,1]"	"250"	"0"	"0"	"""Vision"""	""""""	"""23"""	"""m"""
"3XUY87HIVPE7PSQ7H9C671RSLMWMMR"	"3KOA8FMB2M8OIHHIFV44M5TN2C7NQQ"	"Identify the odd one out"	"Fun! A 5-10 minute game about differences in pictures."	"experiment, psychology, game, vision, textures"	"$0.70"	"Tue Mar 10 14:10:40 PDT 2015"	"60"	"0"	"0"	"60"	"Reviewable"	"NotReviewed"	"1 pilot"	"1200"	"60000"	"Tue Mar 17 14:10:40 PDT 2015"	"https://requester.mturk.com/mturk/manageHIT?HITId=3XUY87HIVPE7PSQ7H9C671RSLMWMMR"	"34MAJL3QP4NTM0RLVPCXESW8TRQ43C"	"A3CIPN7E1VL4G1"	"Approved"	"Wed Mar 11 08:37:14 PDT 2015"	"Tue Mar 10 15:53:19 PDT 2015"	"Tue Mar 10 15:57:14 PDT 2015"	"Tue Mar 10 16:07:54 PDT 2015"	""	""	""	""	"[0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1]"	"19"	"18"	"29"	"34"	"[1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0,1,0,1]"	"[2,1,2,1,2,2,0,2,1,1,1,0,0,1,2,0,1,0,2,2,2,2,1,2,0,2,2,2,0,0,1,2,2,2,2,2,1,2,2,2,1,0,1,2,0,2,0,0,1,0,2,1,0,0,0,2,1,2,2,1,0,1,1,0,1,2]"	"[2,2,2,2,2,0,2,1,1,0,1,0,1,0,0,0,0,1,2,2,1,2,0,2,2,2,0,2,0,2,1,2,2,2,1,1,1,1,1,1,1,1,1,2,1,2,1,0,1,1,1,1,0,0,0,1,1,1,2,1,2,0,0,0,0,2]"	"[0,0,0,1]"	"250"	"0"	"0"	"""choosing the odd picture"""	""""""	"""29"""	"""f"""
"3XUY87HIVPE7PSQ7H9C671RSLMWMMR"	"3KOA8FMB2M8OIHHIFV44M5TN2C7NQQ"	"Identify the odd one out"	"Fun! A 5-10 minute game about differences in pictures."	"experiment, psychology, game, vision, textures"	"$0.70"	"Tue Mar 10 14:10:40 PDT 2015"	"60"	"0"	"0"	"60"	"Reviewable"	"NotReviewed"	"1 pilot"	"1200"	"60000"	"Tue Mar 17 14:10:40 PDT 2015"	"https://requester.mturk.com/mturk/manageHIT?HITId=3XUY87HIVPE7PSQ7H9C671RSLMWMMR"	"3JV9LGBJWTEYK5DR9OYQBKRMENVOGE"	"A4PFM9Z80RXUY"	"Approved"	"Wed Mar 11 08:38:54 PDT 2015"	"Tue Mar 10 15:51:52 PDT 2015"	"Tue Mar 10 15:58:54 PDT 2015"	"Tue Mar 10 16:07:54 PDT 2015"	""	""	""	""	"[1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1]"	"14"	"8"	"44"	"28"	"[1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0]"	"[2,1,1,1,2,2,2,1,2,1,2,2,1,2,0,2,0,2,2,2,1,2,1,2,2,1,1,1,2,0,2,1,2,2,2,2,2,1,2,2,2,0,2,2,2,2,2,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,0,1,2,2]"	"[2,1,1,1,2,0,1,0,2,0,0,1,1,1,0,1,0,2,0,1,1,0,0,2,0,0,1,0,2,0,1,2,1,1,2,2,1,1,1,1,1,0,1,2,2,2,1,2,1,2,1,2,1,0,1,0,0,1,0,0,1,0,1,1,2,1]"	"[2,2,2,1]"	"250"	"0"	"0"	"""Identifying the photo that was out of place."""	"""No."""	"""23"""	"""f  """
"3XUY87HIVPE7PSQ7H9C671RSLMWMMR"	"3KOA8FMB2M8OIHHIFV44M5TN2C7NQQ"	"Identify the odd one out"	"Fun! A 5-10 minute game about differences in pictures."	"experiment, psychology, game, vision, textures"	"$0.70"	"Tue Mar 10 14:10:40 PDT 2015"	"60"	"0"	"0"	"60"	"Reviewable"	"NotReviewed"	"1 pilot"	"1200"	"60000"	"Tue Mar 17 14:10:40 PDT 2015"	"https://requester.mturk.com/mturk/manageHIT?HITId=3XUY87HIVPE7PSQ7H9C671RSLMWMMR"	"3OVHNO1VE6177PH7978ZLXVTLZIZDH"	"A3MHYBS6PHJ5QG"	"Approved"	"Wed Mar 11 08:39:28 PDT 2015"	"Tue Mar 10 15:51:45 PDT 2015"	"Tue Mar 10 15:59:28 PDT 2015"	"Tue Mar 10 16:07:54 PDT 2015"	""	""	""	""	"[0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1]"	"28"	"26"	"12"	"27"	"[0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1]"	"[1,1,1,1,1,2,1,0,2,0,1,2,0,2,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,2,1,0,1,1,2,2,0,1,0,0,0,0,0,1,2,2,0,1,0,2,2,2,1]"	"[0,2,0,2,2,1,1,0,1,0,2,2,0,0,0,0,0,0,0,1,0,1,0,2,1,0,1,2,1,0,1,0,1,0,1,0,2,1,0,2,1,0,1,0,2,0,2,1,2,2,0,2,2,0,1,0,2,2,2,1,0,0,2,0,0,1]"	"[0,2,2,1]"	"250"	"0"	"0"	"""Visual iquity. """	"""Thank you, really enjoyed the task."""	"""32"""	"""m"""
"3XUY87HIVPE7PSQ7H9C671RSLMWMMR"	"3KOA8FMB2M8OIHHIFV44M5TN2C7NQQ"	"Identify the odd one out"	"Fun! A 5-10 minute game about differences in pictures."	"experiment, psychology, game, vision, textures"	"$0.70"	"Tue Mar 10 14:10:40 PDT 2015"	"60"	"0"	"0"	"60"	"Reviewable"	"NotReviewed"	"1 pilot"	"1200"	"60000"	"Tue Mar 17 14:10:40 PDT 2015"	"https://requester.mturk.com/mturk/manageHIT?HITId=3XUY87HIVPE7PSQ7H9C671RSLMWMMR"	"38BQUHLA9W0YCF9DKRWLOPBJA97MOK"	"A3DBD6XA885626"	"Approved"	"Wed Mar 11 08:41:29 PDT 2015"	"Tue Mar 10 15:56:09 PDT 2015"	"Tue Mar 10 16:01:29 PDT 2015"	"Tue Mar 10 16:07:54 PDT 2015"	""	""	""	""	"[0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0]"	"15"	"25"	"26"	"23"	"[1,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0]"	"[0,1,2,0,1,0,0,2,1,0,2,0,2,0,2,1,1,0,0,2,0,0,2,0,1,2,2,2,2,0,2,1,1,2,2,0,0,0,0,2,0,2,0,0,1,2,2,0,1,2,2,0,2,2,1,0,1,0,1,2,2,1,0,1,2,2]"	"[0,2,0,1,0,1,0,2,2,0,0,0,2,0,1,1,0,2,2,2,2,2,1,2,2,1,2,2,2,0,2,0,1,1,1,1,2,2,0,0,1,0,0,2,2,1,0,1,0,1,0,2,0,2,1,1,0,0,0,0,2,2,0,1,1,0]"	"[1,2,2,1]"	"250"	"0"	"0"	"""what's the odd one one"""	""""""	"""38"""	"""f"""
"3XUY87HIVPE7PSQ7H9C671RSLMWMMR"	"3KOA8FMB2M8OIHHIFV44M5TN2C7NQQ"	"Identify the odd one out"	"Fun! A 5-10 minute game about differences in pictures."	"experiment, psychology, game, vision, textures"	"$0.70"	"Tue Mar 10 14:10:40 PDT 2015"	"60"	"0"	"0"	"60"	"Reviewable"	"NotReviewed"	"1 pilot"	"1200"	"60000"	"Tue Mar 17 14:10:40 PDT 2015"	"https://requester.mturk.com/mturk/manageHIT?HITId=3XUY87HIVPE7PSQ7H9C671RSLMWMMR"	"3TESA3PJ31AACCO17BH8WLMEF9SMM5"	"A3Q9EHIPPZU26I"	"Approved"	"Wed Mar 11 08:42:20 PDT 2015"	"Tue Mar 10 15:56:01 PDT 2015"	"Tue Mar 10 16:02:20 PDT 2015"	"Tue Mar 10 16:07:55 PDT 2015"	""	""	""	""	"[1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1]"	"15"	"11"	"40"	"25"	"[0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0]"	"[1,2,1,1,2,2,2,1,2,1,2,0,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,1,1,0,2,2,0,2,2,2,0,2,0,0,2,2,0,0,0,2,2,0,2,0,1,2]"	"[0,0,0,0,2,1,0,1,2,0,2,2,0,1,2,0,0,1,2,1,2,2,0,2,1,1,2,0,0,0,1,1,0,0,2,2,2,1,1,2,2,0,2,0,2,1,0,1,0,0,1,0,0,1,1,1,2,0,0,1,2,0,0,0,0,1]"	"[0,2,2,1]"	"250"	"0"	"0"	"""Quick pattern recognition"""	"""This was not easy because of the speed of the images."""	"""34"""	"""m"""
"3XUY87HIVPE7PSQ7H9C671RSLMWMMR"	"3KOA8FMB2M8OIHHIFV44M5TN2C7NQQ"	"Identify the odd one out"	"Fun! A 5-10 minute game about differences in pictures."	"experiment, psychology, game, vision, textures"	"$0.70"	"Tue Mar 10 14:10:40 PDT 2015"	"60"	"0"	"0"	"60"	"Reviewable"	"NotReviewed"	"1 pilot"	"1200"	"60000"	"Tue Mar 17 14:10:40 PDT 2015"	"https://requester.mturk.com/mturk/manageHIT?HITId=3XUY87HIVPE7PSQ7H9C671RSLMWMMR"	"3Q8GYXHFEP2ZVJR42N68CN6GZ0YC5N"	"A197AERSF5SIS4"	"Approved"	"Wed Mar 11 08:42:28 PDT 2015"	"Tue Mar 10 15:57:18 PDT 2015"	"Tue Mar 10 16:02:28 PDT 2015"	"Tue Mar 10 16:07:55 PDT 2015"	""	""	""	""	"[0,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1]"	"20"	"33"	"13"	"34"	"[0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1]"	"[0,2,0,1,0,1,2,2,2,1,0,2,1,0,0,1,0,0,2,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,1,1,2,0,0,1,0,2,0,1,1,0,1,1,1,1,0,0,0,1,2,0,2,1,0,2]"	"[1,2,2,2,1,0,2,2,2,0,1,0,1,0,2,2,0,2,0,0,0,1,0,2,0,1,1,1,0,0,2,2,0,0,0,0,2,1,2,0,1,1,2,0,1,2,0,2,0,1,2,0,2,0,2,2,0,1,1,1,1,2,1,1,0,2]"	"[0,0,0,1]"	"250"	"0"	"0"	"""Peripheral vision?"""	"""Sorry I wasn't very good at it."""	"""25"""	"""f"""
"3XUY87HIVPE7PSQ7H9C671RSLMWMMR"	"3KOA8FMB2M8OIHHIFV44M5TN2C7NQQ"	"Identify the odd one out"	"Fun! A 5-10 minute game about differences in pictures."	"experiment, psychology, game, vision, textures"	"$0.70"	"Tue Mar 10 14:10:40 PDT 2015"	"60"	"0"	"0"	"60"	"Reviewable"	"NotReviewed"	"1 pilot"	"1200"	"60000"	"Tue Mar 17 14:10:40 PDT 2015"	"https://requester.mturk.com/mturk/manageHIT?HITId=3XUY87HIVPE7PSQ7H9C671RSLMWMMR"	"3WJEQKOXA82CEMTNHM85323BNH9A12"	"ARN53ET0LBBBP"	"Approved"	"Wed Mar 11 08:44:00 PDT 2015"	"Tue Mar 10 15:58:02 PDT 2015"	"Tue Mar 10 16:04:00 PDT 2015"	"Tue Mar 10 16:07:55 PDT 2015"	""	""	""	""	"[1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0]"	"13"	"26"	"27"	"32"	"[0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,1]"	"[0,2,2,1,1,0,2,2,2,1,2,2,1,2,1,2,0,2,0,0,1,1,0,2,2,2,2,2,2,2,1,2,1,0,2,2,0,1,2,0,0,2,0,0,0,1,0,0,0,0,0,0,2,2,0,1,1,2,0,2,0,2,0,0,0,0]"	"[2,1,1,0,1,0,1,2,1,2,2,2,0,2,2,0,0,1,1,0,1,1,1,0,2,1,2,2,0,0,0,0,2,2,0,2,0,1,2,1,0,2,0,0,1,2,2,1,1,1,0,0,2,1,1,1,1,0,2,2,0,2,0,1,0,0]"	"[0,2,2,1]"	"250"	"0"	"0"	"""No idea."""	"""That was extremely difficult and my eyes kinda hurt. I really did try my best, sorry if I got a bunch wrong."""	"""20"""	"""f"""
"3XUY87HIVPE7PSQ7H9C671RSLMWMMR"	"3KOA8FMB2M8OIHHIFV44M5TN2C7NQQ"	"Identify the odd one out"	"Fun! A 5-10 minute game about differences in pictures."	"experiment, psychology, game, vision, textures"	"$0.70"	"Tue Mar 10 14:10:40 PDT 2015"	"60"	"0"	"0"	"60"	"Reviewable"	"NotReviewed"	"1 pilot"	"1200"	"60000"	"Tue Mar 17 14:10:40 PDT 2015"	"https://requester.mturk.com/mturk/manageHIT?HITId=3XUY87HIVPE7PSQ7H9C671RSLMWMMR"	"3ON104KXQKWQDYT959NZJP75RKM4WK"	"A1HG0LGPZAPPIH"	"Approved"	"Wed Mar 11 08:44:50 PDT 2015"	"Tue Mar 10 16:02:27 PDT 2015"	"Tue Mar 10 16:04:50 PDT 2015"	"Tue Mar 10 16:07:55 PDT 2015"	""	""	""	""	"[1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0]"	"26"	"18"	"22"	"24"	"[0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1]"	"[2,1,2,1,2,1,1,2,1,0,1,0,1,2,1,2,2,2,0,1,0,0,2,2,2,1,1,1,2,1,0,1,2,2,0,2,0,1,1,0,1,0,1,0,1,0,2,1,0,1,2,1,2,0,0,1,2,0,2,0,1,0,2,1,1,2]"	"[1,1,1,1,2,0,1,1,0,1,2,1,0,0,1,2,0,1,2,1,0,1,0,2,0,1,2,0,0,0,2,1,2,2,2,2,2,2,1,2,0,1,2,0,1,0,2,2,1,2,0,2,1,2,0,2,1,1,0,0,2,1,2,0,1,2]"	"[0,2,2,0]"	"250"	"0"	"0"	"""Rapid identification"""	""""""	"""24"""	"""m"""
"3XUY87HIVPE7PSQ7H9C671RSLMWMMR"	"3KOA8FMB2M8OIHHIFV44M5TN2C7NQQ"	"Identify the odd one out"	"Fun! A 5-10 minute game about differences in pictures."	"experiment, psychology, game, vision, textures"	"$0.70"	"Tue Mar 10 14:10:40 PDT 2015"	"60"	"0"	"0"	"60"	"Reviewable"	"NotReviewed"	"1 pilot"	"1200"	"60000"	"Tue Mar 17 14:10:40 PDT 2015"	"https://requester.mturk.com/mturk/manageHIT?HITId=3XUY87HIVPE7PSQ7H9C671RSLMWMMR"	"3WYP994K17R8HQSN3YY21KCZYJR6Y5"	"A2GTJ0BD4CG1A2"	"Approved"	"Wed Mar 11 08:49:39 PDT 2015"	"Tue Mar 10 16:04:07 PDT 2015"	"Tue Mar 10 16:09:39 PDT 2015"	"Tue Mar 10 16:16:11 PDT 2015"	""	""	""	""	"[0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0]"	"23"	"16"	"27"	"28"	"[0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,1]"	"[2,1,0,1,2,2,1,2,0,2,1,1,2,0,2,1,2,1,2,1,1,1,1,0,2,2,2,0,1,1,1,2,2,2,1,1,2,2,1,0,1,2,1,2,0,1,0,2,2,1,0,2,0,0,2,2,0,2,1,1,2,0,0,0,0,2]"	"[0,1,1,0,2,1,2,0,2,0,1,1,2,0,1,0,0,1,2,2,1,1,2,2,1,0,0,2,1,2,1,1,1,1,0,1,2,2,0,2,1,0,0,1,0,0,1,2,2,1,0,2,2,2,0,2,0,2,0,0,2,0,1,2,1,2]"	"[0,0,1,1]"	"250"	"0"	"0"	"""It was trying to measure cognitive abilities."""	""""""	"""29"""	"""m"""
